FNAME	FID
20161208032612822+-+01+-+1+-+2+-+297721+-+YEP0PTD160AF|00|A|101634202142|01+-+3+-++-+YEP0PTD160AF|00|A|101634202142|01.U01	338
20161208030938773+-+01+-+1+-+1+-+297653+-+YEP0PTD160AF|00|A|101634202083|01+-+3+-++-+YEP0PTD160AF|00|A|101634202083|01.U01	302
20161208031344762+-+01+-+1+-+2+-+297675+-+YEP0PTD160AF|00|A|101634202109|01+-+3+-++-+YEP0PTD160AF|00|A|101634202109|01.U01	315
20161208033511679+-+01+-+1+-+1+-+297751+-+YEP0PTD160AF|00|A|101634202157|01+-+3+-++-+YEP0PTD160AF|00|A|101634202157|01.U01	353
20161208034346772+-+01+-+1+-+2+-+297793+-+YEP0PTD160AF|00|A|101634202120|01+-+3+-++-+YEP0PTD160AF|00|A|101634202120|01.U01	374
20161208033449884+-+01+-+1+-+2+-+297749+-+YEP0PTD160AF|00|A|101634202156|01+-+3+-++-+YEP0PTD160AF|00|A|101634202156|01.U01	352
20161208031941383+-+01+-+1+-+1+-+297691+-+YEP0PTD160AF|00|A|101634202098|01+-+3+-++-+YEP0PTD160AF|00|A|101634202098|01.U01	323
20161208034516688+-+01+-+1+-+2+-+297801+-+YEP0PTD160AF|00|A|101634202115|01+-+3+-++-+YEP0PTD160AF|00|A|101634202115|01.U01	378
20161208031303098+-+01+-+1+-+1+-+297673+-+YEP0PTD160AF|00|A|101634202110|01+-+5+-++-+YEP0PTD160AF|00|A|101634202110|01.U01	313
20161208032822681+-+01+-+1+-+2+-+297733+-+YEP0PTD160AF|00|A|101634202148|01+-+3+-++-+YEP0PTD160AF|00|A|101634202148|01.U01	344
20161208034323959+-+01+-+1+-+1+-+297791+-+YEP0PTD160AF|00|A|101634202121|01+-+3+-++-+YEP0PTD160AF|00|A|101634202121|01.U01	373
20161208033826627+-+01+-+1+-+2+-+297769+-+YEP0PTD160AF|00|A|101634202132|01+-+3+-++-+YEP0PTD160AF|00|A|101634202132|01.U01	362
20161208031022188+-+01+-+1+-+1+-+297657+-+YEP0PTD160AF|00|A|101634202085|01+-+3+-++-+YEP0PTD160AF|00|A|101634202085|01.U01	304
20161208031406490+-+01+-+1+-+1+-+297677+-+YEP0PTD160AF|00|A|101634202107|01+-+3+-++-+YEP0PTD160AF|00|A|101634202107|01.U01	316
20161208035235329+-+01+-+1+-+2+-+297841+-+YEP0PTD160AF|00|A|101634202182|01+-+3+-++-+YEP0PTD160AF|00|A|101634202182|01.U01	398
20161208033428418+-+01+-+1+-+1+-+297747+-+YEP0PTD160AF|00|A|101634202155|01+-+3+-++-+YEP0PTD160AF|00|A|101634202155|01.U01	351
20161208033721489+-+01+-+1+-+1+-+297763+-+YEP0PTD160AF|00|A|101634202138|01+-+3+-++-+YEP0PTD160AF|00|A|101634202138|01.U01	359
20161208031254525+-+01+-+1+-+2+-+297671+-+YEP0PTD160AF|00|A|101634202111|01+-+5+-++-+YEP0PTD160AF|00|A|101634202111|01.U01	311
20161208032634817+-+01+-+1+-+1+-+297723+-+YEP0PTD160AF|00|A|101634202143|01+-+3+-++-+YEP0PTD160AF|00|A|101634202143|01.U01	339
20161208031815123+-+01+-+1+-+1+-+297685+-+YEP0PTD160AF|00|A|101634202102|01+-+3+-++-+YEP0PTD160AF|00|A|101634202102|01.U01	319
20161208032048345+-+01+-+1+-+2+-+297697+-+YEP0PTD160AF|00|A|101634202097|01+-+3+-++-+YEP0PTD160AF|00|A|101634202097|01.U01	326
20161208033533088+-+01+-+1+-+2+-+297753+-+YEP0PTD160AF|00|A|101634202158|01+-+3+-++-+YEP0PTD160AF|00|A|101634202158|01.U01	354
20161208032131608+-+01+-+1+-+2+-+297701+-+YEP0PTD160AF|00|A|101634202094|01+-+3+-++-+YEP0PTD160AF|00|A|101634202094|01.U01	328
20161208034643227+-+01+-+1+-+2+-+297809+-+YEP0PTD160AF|00|A|101634202163|01+-+3+-++-+YEP0PTD160AF|00|A|101634202163|01.U01	382
20161208033013806+-+01+-+1+-+1+-+297743+-+YEP0PTD160AF|00|A|101634202153|01+-+3+-++-+YEP0PTD160AF|00|A|101634202153|01.U01	349
20161208031235851+-+01+-+1+-+1+-+297669+-+YEP0PTD160AF|00|A|101634202063|01+-+3+-++-+YEP0PTD160AF|00|A|101634202063|01.U01	310
20161208031919552+-+01+-+1+-+2+-+297689+-+YEP0PTD160AF|00|A|101634202101|01+-+3+-++-+YEP0PTD160AF|00|A|101634202101|01.U01	322
20161208034455280+-+01+-+1+-+1+-+297799+-+YEP0PTD160AF|00|A|101634202116|01+-+3+-++-+YEP0PTD160AF|00|A|101634202116|01.U01	377
20161208032529779+-+01+-+1+-+2+-+297717+-+YEP0PTD160AF|00|A|101634202139|01+-+3+-++-+YEP0PTD160AF|00|A|101634202139|01.U01	336
20161208034857049+-+01+-+1+-+2+-+297821+-+YEP0PTD160AF|00|A|101634202171|01+-+3+-++-+YEP0PTD160AF|00|A|101634202171|01.U01	388
20161208034621833+-+01+-+1+-+1+-+297807+-+YEP0PTD160AF|00|A|101634202112|01+-+3+-++-+YEP0PTD160AF|00|A|101634202112|01.U01	381
20161208034831999+-+01+-+1+-+1+-+297819+-+YEP0PTD160AF|00|A|101634202170|01+-+3+-++-+YEP0PTD160AF|00|A|101634202170|01.U01	387
20161208032154613+-+01+-+1+-+1+-+297703+-+YEP0PTD160AF|00|A|101634202093|01+-+3+-++-+YEP0PTD160AF|00|A|101634202093|01.U01	329
20161208033554962+-+01+-+1+-+1+-+297755+-+YEP0PTD160AF|00|A|101634202159|01+-+3+-++-+YEP0PTD160AF|00|A|101634202159|01.U01	355
20161208032551349+-+01+-+1+-+1+-+297719+-+YEP0PTD160AF|00|A|101634202141|01+-+3+-++-+YEP0PTD160AF|00|A|101634202141|01.U01	337
20161208032927783+-+01+-+1+-+1+-+297739+-+YEP0PTD160AF|00|A|101634202151|01+-+3+-++-+YEP0PTD160AF|00|A|101634202151|01.U01	347
20161208033638306+-+01+-+1+-+1+-+297759+-+YEP0PTD160AF|00|A|101634202161|01+-+3+-++-+YEP0PTD160AF|00|A|101634202161|01.U01	357
20161208033929170+-+01+-+1+-+2+-+297773+-+YEP0PTD160AF|00|A|101634202130|01+-+3+-++-+YEP0PTD160AF|00|A|101634202130|01.U01	364
20161208034920032+-+01+-+1+-+1+-+297823+-+YEP0PTD160AF|00|A|101634202172|01+-+3+-++-+YEP0PTD160AF|00|A|101634202172|01.U01	389
20161208031259571+-+01+-+1+-+2+-+297671+-+YEP0PTD160AF|00|A|101634202111|01+-+3+-++-+YEP0PTD160AF|00|A|101634202111|01.U01	312
20161208033616454+-+01+-+1+-+2+-+297757+-+YEP0PTD160AF|00|A|101634202160|01+-+3+-++-+YEP0PTD160AF|00|A|101634202160|01.U01	356
20161208031128205+-+01+-+1+-+2+-+297663+-+YEP0PTD160AF|00|A|101634202066|01+-+3+-++-+YEP0PTD160AF|00|A|101634202066|01.U01	307
20161208032026906+-+01+-+1+-+1+-+297695+-+YEP0PTD160AF|00|A|101634202096|01+-+3+-++-+YEP0PTD160AF|00|A|101634202096|01.U01	325
20161208031858325+-+01+-+1+-+1+-+297687+-+YEP0PTD160AF|00|A|101634202100|01+-+3+-++-+YEP0PTD160AF|00|A|101634202100|01.U01	321
20161208032322683+-+01+-+1+-+1+-+297711+-+YEP0PTD160AF|00|A|101634202089|01+-+3+-++-+YEP0PTD160AF|00|A|101634202089|01.U01	333
20161208033950920+-+01+-+1+-+1+-+297775+-+YEP0PTD160AF|00|A|101634202129|01+-+3+-++-+YEP0PTD160AF|00|A|101634202129|01.U01	365
20161208034202043+-+01+-+1+-+1+-+297787+-+YEP0PTD160AF|00|A|101634202123|01+-+3+-++-+YEP0PTD160AF|00|A|101634202123|01.U01	371
20161208032300738+-+01+-+1+-+2+-+297709+-+YEP0PTD160AF|00|A|101634202090|01+-+3+-++-+YEP0PTD160AF|00|A|101634202090|01.U01	332
20161208031836454+-+01+-+1+-+2+-+297683+-+YEP0PTD160AF|00|A|101634202104|01+-+3+-++-+YEP0PTD160AF|00|A|101634202104|01.U01	320
20161208030916849+-+01+-+1+-+2+-+297651+-+YEP0PTD160AF|00|A|101634202082|01+-+3+-++-+YEP0PTD160AF|00|A|101634202082|01.U01	301
20161208034538604+-+01+-+1+-+1+-+297803+-+YEP0PTD160AF|00|A|101634202114|01+-+3+-++-+YEP0PTD160AF|00|A|101634202114|01.U01	379
20161208032237717+-+01+-+1+-+1+-+297707+-+YEP0PTD160AF|00|A|101634202091|01+-+3+-++-+YEP0PTD160AF|00|A|101634202091|01.U01	331
20161208034748547+-+01+-+1+-+1+-+297815+-+YEP0PTD160AF|00|A|101634202166|01+-+3+-++-+YEP0PTD160AF|00|A|101634202166|01.U01	385
20161208034705266+-+01+-+1+-+1+-+297811+-+YEP0PTD160AF|00|A|101634202164|01+-+3+-++-+YEP0PTD160AF|00|A|101634202164|01.U01	383
20161208032950787+-+01+-+1+-+2+-+297741+-+YEP0PTD160AF|00|A|101634202152|01+-+3+-++-+YEP0PTD160AF|00|A|101634202152|01.U01	348
20161208034432588+-+01+-+1+-+2+-+297797+-+YEP0PTD160AF|00|A|101634202117|01+-+3+-++-+YEP0PTD160AF|00|A|101634202117|01.U01	376
20161208031152354+-+01+-+1+-+1+-+297665+-+YEP0PTD160AF|00|A|101634202065|01+-+3+-++-+YEP0PTD160AF|00|A|101634202065|01.U01	308
20161208034726844+-+01+-+1+-+2+-+297813+-+YEP0PTD160AF|00|A|101634202165|01+-+3+-++-+YEP0PTD160AF|00|A|101634202165|01.U01	384
20161208034012445+-+01+-+1+-+2+-+297777+-+YEP0PTD160AF|00|A|101634202128|01+-+3+-++-+YEP0PTD160AF|00|A|101634202128|01.U01	366
20161208033742954+-+01+-+1+-+2+-+297765+-+YEP0PTD160AF|00|A|101634202137|01+-+3+-++-+YEP0PTD160AF|00|A|101634202137|01.U01	360
20161208032215921+-+01+-+1+-+2+-+297705+-+YEP0PTD160AF|00|A|101634202092|01+-+3+-++-+YEP0PTD160AF|00|A|101634202092|01.U01	330
20161208032344224+-+01+-+1+-+2+-+297713+-+YEP0PTD160AF|00|A|101634202088|01+-+3+-++-+YEP0PTD160AF|00|A|101634202088|01.U01	334
20161208031321718+-+01+-+1+-+1+-+297673+-+YEP0PTD160AF|00|A|101634202110|01+-+3+-++-+YEP0PTD160AF|00|A|101634202110|01.U01	314
20161208052115687+-+01+-+1+-+1+-+298035+-+YEP0PTD160LF|00|A|101634202771|01+-+3+-++-+YEP0PTD160LF|00|A|101634202771|01.U01	498
20161208051841224+-+01+-+1+-+2+-+298021+-+YEP0PTD160LF|00|A|101634202779|01+-+3+-++-+YEP0PTD160LF|00|A|101634202779|01.U01	491
20161208042416265+-+01+-+1+-+1+-+297957+-+YEP0PTD160AF|00|A|101634202219|01+-+3+-++-+YEP0PTD160AF|00|A|101634202219|01.U01	456
20161208041546720+-+01+-+1+-+2+-+297909+-+YEP0PTD160AF|00|A|101634202255|01+-+3+-++-+YEP0PTD160AF|00|A|101634202255|01.U01	433
20161208051947505+-+01+-+1+-+1+-+298027+-+YEP0PTD160LF|00|A|101634202776|01+-+3+-++-+YEP0PTD160LF|00|A|101634202776|01.U01	494
20161208042540258+-+01+-+1+-+1+-+297965+-+YEP0PTD160AF|00|A|101634202223|01+-+3+-++-+YEP0PTD160AF|00|A|101634202223|01.U01	459
20161208051903174+-+01+-+1+-+1+-+298023+-+YEP0PTD160LF|00|A|101634202778|01+-+3+-++-+YEP0PTD160LF|00|A|101634202778|01.U01	492
20161208051925569+-+01+-+1+-+2+-+298025+-+YEP0PTD160LF|00|A|101634202777|01+-+3+-++-+YEP0PTD160LF|00|A|101634202777|01.U01	493
20161208042206697+-+01+-+1+-+1+-+297947+-+YEP0PTD160AF|00|A|101634202213|01+-+3+-++-+YEP0PTD160AF|00|A|101634202213|01.U01	450
20161208052030641+-+01+-+1+-+1+-+298031+-+YEP0PTD160LF|00|A|101634202773|01+-+3+-++-+YEP0PTD160LF|00|A|101634202773|01.U01	496
20161208042354600+-+01+-+1+-+2+-+297955+-+YEP0PTD160AF|00|A|101634202216|01+-+3+-++-+YEP0PTD160AF|00|A|101634202216|01.U01	455
20161208042749891+-+01+-+1+-+1+-+297975+-+YEP0PTD160AF|00|A|101634202228|01+-+3+-++-+YEP0PTD160AF|00|A|101634202228|01.U01	465
20161208040136967+-+01+-+1+-+1+-+297859+-+YEP0PTD160AF|00|A|101634202210|01+-+3+-++-+YEP0PTD160AF|00|A|101634202210|01.U01	407
20161208051714170+-+01+-+1+-+2+-+298013+-+YEP0PTD160LF|00|A|101634202783|01+-+3+-++-+YEP0PTD160LF|00|A|101634202783|01.U01	487
20161208040945835+-+01+-+1+-+1+-+297885+-+YEP0PTD160AF|00|A|101634202197|01+-+3+-++-+YEP0PTD160AF|00|A|101634202197|01.U01	420
20161208044402386+-+01+-+1+-+1+-+0+-++-+13+-++-+0.U01	476
20161208040923850+-+01+-+1+-+2+-+297883+-+YEP0PTD160AF|00|A|101634202198|01+-+3+-++-+YEP0PTD160AF|00|A|101634202198|01.U01	419
20161208045603304+-+01+-+1+-+1+-+297999+-+YEP0PTD160LF|00|A|101634202718|01+-+3+-++-+YEP0PTD160LF|00|A|101634202718|01.U01	480
20161208042449873+-+01+-+1+-+1+-+297961+-+YEP0PTD160AF|00|A|101634202221|01+-+3+-++-+YEP0PTD160AF|00|A|101634202221|01.U01	457
20161208040114990+-+01+-+1+-+2+-+297857+-+YEP0PTD160AF|00|A|101634202211|01+-+3+-++-+YEP0PTD160AF|00|A|101634202211|01.U01	406
20161208041634251+-+01+-+1+-+1+-+297917+-+YEP0PTD160AF|00|A|101634202251|01+-+3+-++-+YEP0PTD160AF|00|A|101634202251|01.U01	435
20161208040757338+-+01+-+1+-+2+-+297875+-+YEP0PTD160AF|00|A|101634202202|01+-+3+-++-+YEP0PTD160AF|00|A|101634202202|01.U01	415
20161208043042260+-+01+-+1+-+2+-+297987+-+YEP0PTD160AF|00|A|101634202233|01+-+5+-++-+YEP0PTD160AF|00|A|101634202233|01.U01	471
20161208042644871+-+01+-+1+-+2+-+297967+-+YEP0PTD160AF|00|A|101634202222|01+-+3+-++-+YEP0PTD160AF|00|A|101634202222|01.U01	462
20161208052158385+-+01+-+1+-+1+-+298039+-+YEP0PTD160LF|00|A|101634202769|01+-+3+-++-+YEP0PTD160LF|00|A|101634202769|01.U01	500
20161208042511220+-+01+-+1+-+2+-+297959+-+YEP0PTD160AF|00|A|101634202218|01+-+3+-++-+YEP0PTD160AF|00|A|101634202218|01.U01	458
20161208052008785+-+01+-+1+-+2+-+298029+-+YEP0PTD160LF|00|A|101634202775|01+-+3+-++-+YEP0PTD160LF|00|A|101634202775|01.U01	495
20161208045541234+-+01+-+1+-+2+-+297997+-+YEP0PTD160LF|00|A|101634202720|01+-+3+-++-+YEP0PTD160LF|00|A|101634202720|01.U01	479
20161208042144918+-+01+-+1+-+2+-+297941+-+YEP0PTD160AF|00|A|101634202238|01+-+3+-++-+YEP0PTD160AF|00|A|101634202238|01.U01	449
20161208045710376+-+01+-+1+-+2+-+298001+-+YEP0PTD160LF|00|A|101634202719|01+-+3+-++-+YEP0PTD160LF|00|A|101634202719|01.U01	481
20161208041659817+-+01+-+1+-+1+-+297919+-+YEP0PTD160AF|00|A|101634202249|01+-+3+-++-+YEP0PTD160AF|00|A|101634202249|01.U01	436
20161208043136930+-+01+-+1+-+2+-+297991+-+YEP0PTD160AF|00|A|101634202235|01+-+3+-++-+YEP0PTD160AF|00|A|101634202235|01.U01	475
20161208042833173+-+01+-+1+-+1+-+297979+-+YEP0PTD160AF|00|A|101634202230|01+-+3+-++-+YEP0PTD160AF|00|A|101634202230|01.U01	467
20161208045504392+-+01+-+1+-+1+-+297995+-+YEP0PTD160LF|00|A|101634202721|01+-+3+-++-+YEP0PTD160LF|00|A|101634202721|01.U01	478
20161208040630935+-+01+-+1+-+2+-+297867+-+YEP0PTD160AF|00|A|101634202206|01+-+3+-++-+YEP0PTD160AF|00|A|101634202206|01.U01	411
20161208051757999+-+01+-+1+-+2+-+298017+-+YEP0PTD160LF|00|A|101634202781|01+-+3+-++-+YEP0PTD160LF|00|A|101634202781|01.U01	489
20161208042706525+-+01+-+1+-+1+-+297971+-+YEP0PTD160AF|00|A|101634202226|01+-+3+-++-+YEP0PTD160AF|00|A|101634202226|01.U01	463
20161208041156810+-+01+-+1+-+1+-+297893+-+YEP0PTD160AF|00|A|101634202193|01+-+3+-++-+YEP0PTD160AF|00|A|101634202193|01.U01	424
20161208042249950+-+01+-+1+-+1+-+297951+-+YEP0PTD160AF|00|A|101634202215|01+-+3+-++-+YEP0PTD160AF|00|A|101634202215|01.U01	452
20161208051543775+-+01+-+1+-+2+-+298005+-+YEP0PTD160LF|00|A|101634202787|01+-+3+-++-+YEP0PTD160LF|00|A|101634202787|01.U01	483
20161208041525475+-+01+-+1+-+1+-+297911+-+YEP0PTD160AF|00|A|101634202191|01+-+3+-++-+YEP0PTD160AF|00|A|101634202191|01.U01	432
20161208041934476+-+01+-+1+-+2+-+297929+-+YEP0PTD160AF|00|A|101634202247|01+-+3+-++-+YEP0PTD160AF|00|A|101634202247|01.U01	443
20161208040840502+-+01+-+1+-+2+-+297879+-+YEP0PTD160AF|00|A|101634202200|01+-+3+-++-+YEP0PTD160AF|00|A|101634202200|01.U01	417
20161208042017510+-+01+-+1+-+2+-+297933+-+YEP0PTD160AF|00|A|101634202244|01+-+3+-++-+YEP0PTD160AF|00|A|101634202244|01.U01	445
20161208041721231+-+01+-+1+-+2+-+297913+-+YEP0PTD160AF|00|A|101634202254|01+-+3+-++-+YEP0PTD160AF|00|A|101634202254|01.U01	437
20161208042623515+-+01+-+1+-+1+-+297969+-+YEP0PTD160AF|00|A|101634202225|01+-+3+-++-+YEP0PTD160AF|00|A|101634202225|01.U01	461
20161208041830404+-+01+-+1+-+1+-+297927+-+YEP0PTD160AF|00|A|101634202246|01+-+3+-++-+YEP0PTD160AF|00|A|101634202246|01.U01	440
20161208040652723+-+01+-+1+-+1+-+297869+-+YEP0PTD160AF|00|A|101634202205|01+-+3+-++-+YEP0PTD160AF|00|A|101634202205|01.U01	412
20161208052136869+-+01+-+1+-+2+-+298037+-+YEP0PTD160LF|00|A|101634202770|01+-+3+-++-+YEP0PTD160LF|00|A|101634202770|01.U01	499
20161208051509959+-+01+-+1+-+1+-+298003+-+YEP0PTD160LF|00|A|101634202789|01+-+3+-++-+YEP0PTD160LF|00|A|101634202789|01.U01	482
20161208041342159+-+01+-+1+-+2+-+297901+-+YEP0PTD160AF|00|A|101634202259|01+-+3+-++-+YEP0PTD160AF|00|A|101634202259|01.U01	428
20161208041913485+-+01+-+1+-+1+-+297931+-+YEP0PTD160AF|00|A|101634202243|01+-+3+-++-+YEP0PTD160AF|00|A|101634202243|01.U01	442
20161208051819922+-+01+-+1+-+1+-+298019+-+YEP0PTD160LF|00|A|101634202780|01+-+3+-++-+YEP0PTD160LF|00|A|101634202780|01.U01	490
20161208044425233+-+01+-+1+-+2+-+0+-++-+13+-++-+0.U01	477
20161208051605740+-+01+-+1+-+1+-+298007+-+YEP0PTD160LF|00|A|101634202786|01+-+3+-++-+YEP0PTD160LF|00|A|101634202786|01.U01	484
20161208040203516+-+01+-+1+-+1+-+297861+-+YEP0PTD160AF|00|A|101634202209|01+-+3+-++-+YEP0PTD160AF|00|A|101634202209|01.U01	408
20161208041956223+-+01+-+1+-+1+-+297935+-+YEP0PTD160AF|00|A|101634202241|01+-+3+-++-+YEP0PTD160AF|00|A|101634202241|01.U01	444
20161208042727972+-+01+-+1+-+2+-+297973+-+YEP0PTD160AF|00|A|101634202224|01+-+3+-++-+YEP0PTD160AF|00|A|101634202224|01.U01	464
20161208042228071+-+01+-+1+-+2+-+297945+-+YEP0PTD160AF|00|A|101634202236|01+-+3+-++-+YEP0PTD160AF|00|A|101634202236|01.U01	451
20161208042122550+-+01+-+1+-+1+-+297943+-+YEP0PTD160AF|00|A|101634202237|01+-+3+-++-+YEP0PTD160AF|00|A|101634202237|01.U01	448
20161208040819048+-+01+-+1+-+1+-+297877+-+YEP0PTD160AF|00|A|101634202201|01+-+3+-++-+YEP0PTD160AF|00|A|101634202201|01.U01	416
20161208040735887+-+01+-+1+-+1+-+297873+-+YEP0PTD160AF|00|A|101634202203|01+-+3+-++-+YEP0PTD160AF|00|A|101634202203|01.U01	414
20161208041806068+-+01+-+1+-+2+-+297921+-+YEP0PTD160AF|00|A|101634202252|01+-+3+-++-+YEP0PTD160AF|00|A|101634202252|01.U01	439
20161208040902338+-+01+-+1+-+1+-+297881+-+YEP0PTD160AF|00|A|101634202199|01+-+3+-++-+YEP0PTD160AF|00|A|101634202199|01.U01	418
20161208042039433+-+01+-+1+-+1+-+297939+-+YEP0PTD160AF|00|A|101634202240|01+-+3+-++-+YEP0PTD160AF|00|A|101634202240|01.U01	446
20161208041851723+-+01+-+1+-+2+-+297925+-+YEP0PTD160AF|00|A|101634202250|01+-+3+-++-+YEP0PTD160AF|00|A|101634202250|01.U01	441
20161208035510778+-+01+-+1+-+1+-+297851+-+YEP0PTD160AF|00|A|101634202188|01+-+3+-++-+YEP0PTD160AF|00|A|101634202188|01.U01	403
20161208040714158+-+01+-+1+-+2+-+297871+-+YEP0PTD160AF|00|A|101634202204|01+-+3+-++-+YEP0PTD160AF|00|A|101634202204|01.U01	413
20161208041503779+-+01+-+1+-+2+-+297907+-+YEP0PTD160AF|00|A|101634202256|01+-+3+-++-+YEP0PTD160AF|00|A|101634202256|01.U01	431
20161208040042198+-+01+-+1+-+1+-+297855+-+YEP0PTD160AF|00|A|101634202212|01+-+3+-++-+YEP0PTD160AF|00|A|101634202212|01.U01	405
20161208042311427+-+01+-+1+-+2+-+297949+-+YEP0PTD160AF|00|A|101634202214|01+-+3+-++-+YEP0PTD160AF|00|A|101634202214|01.U01	453
20161208040609493+-+01+-+1+-+1+-+297865+-+YEP0PTD160AF|00|A|101634202207|01+-+3+-++-+YEP0PTD160AF|00|A|101634202207|01.U01	410
20161208041608575+-+01+-+1+-+1+-+297915+-+YEP0PTD160AF|00|A|101634202253|01+-+3+-++-+YEP0PTD160AF|00|A|101634202253|01.U01	434
20161208042100864+-+01+-+1+-+2+-+297937+-+YEP0PTD160AF|00|A|101634202242|01+-+3+-++-+YEP0PTD160AF|00|A|101634202242|01.U01	447
20161208043115563+-+01+-+1+-+1+-+297989+-+YEP0PTD160AF|00|A|101634202234|01+-+3+-++-+YEP0PTD160AF|00|A|101634202234|01.U01	474
20161208052051867+-+01+-+1+-+2+-+298033+-+YEP0PTD160LF|00|A|101634202772|01+-+3+-++-+YEP0PTD160LF|00|A|101634202772|01.U01	497
20161208041134857+-+01+-+1+-+2+-+297891+-+YEP0PTD160AF|00|A|101634202194|01+-+3+-++-+YEP0PTD160AF|00|A|101634202194|01.U01	423
20161208041315201+-+01+-+1+-+2+-+297899+-+YEP0PTD160AF|00|A|101634202260|01+-+3+-++-+YEP0PTD160AF|00|A|101634202260|01.U01	427
20161208042811337+-+01+-+1+-+2+-+297977+-+YEP0PTD160AF|00|A|101634202227|01+-+3+-++-+YEP0PTD160AF|00|A|101634202227|01.U01	466
20161208035532552+-+01+-+1+-+2+-+297853+-+YEP0PTD160AF|00|A|101634202189|01+-+3+-++-+YEP0PTD160AF|00|A|101634202189|01.U01	404
20161208043058395+-+01+-+1+-+1+-+297989+-+YEP0PTD160AF|00|A|101634202234|01+-+5+-++-+YEP0PTD160AF|00|A|101634202234|01.U01	473
20161208043053758+-+01+-+1+-+2+-+297987+-+YEP0PTD160AF|00|A|101634202233|01+-+3+-++-+YEP0PTD160AF|00|A|101634202233|01.U01	472
20161208042601659+-+01+-+1+-+2+-+297963+-+YEP0PTD160AF|00|A|101634202220|01+-+3+-++-+YEP0PTD160AF|00|A|101634202220|01.U01	460
20161208035449119+-+01+-+1+-+2+-+297849+-+YEP0PTD160AF|00|A|101634202187|01+-+3+-++-+YEP0PTD160AF|00|A|101634202187|01.U01	402
20161208051630838+-+01+-+1+-+2+-+298009+-+YEP0PTD160LF|00|A|101634202785|01+-+3+-++-+YEP0PTD160LF|00|A|101634202785|01.U01	485
20161208041008840+-+01+-+1+-+2+-+297887+-+YEP0PTD160AF|00|A|101634202196|01+-+3+-++-+YEP0PTD160AF|00|A|101634202196|01.U01	421
20161208040225955+-+01+-+1+-+2+-+297863+-+YEP0PTD160AF|00|A|101634202208|01+-+3+-++-+YEP0PTD160AF|00|A|101634202208|01.U01	409
20161208041248179+-+01+-+1+-+2+-+297897+-+YEP0PTD160AF|00|A|101634202190|01+-+3+-++-+YEP0PTD160AF|00|A|101634202190|01.U01	426
20161208041436790+-+01+-+1+-+2+-+297905+-+YEP0PTD160AF|00|A|101634202257|01+-+3+-++-+YEP0PTD160AF|00|A|101634202257|01.U01	430
20161208035427717+-+01+-+1+-+1+-+297847+-+YEP0PTD160AF|00|A|101634202186|01+-+3+-++-+YEP0PTD160AF|00|A|101634202186|01.U01	401
20161208051736705+-+01+-+1+-+1+-+298015+-+YEP0PTD160LF|00|A|101634202782|01+-+3+-++-+YEP0PTD160LF|00|A|101634202782|01.U01	488
20161208041409715+-+01+-+1+-+2+-+297903+-+YEP0PTD160AF|00|A|101634202258|01+-+3+-++-+YEP0PTD160AF|00|A|101634202258|01.U01	429
20161208041030678+-+01+-+1+-+1+-+297889+-+YEP0PTD160AF|00|A|101634202195|01+-+3+-++-+YEP0PTD160AF|00|A|101634202195|01.U01	422
20161208042854601+-+01+-+1+-+2+-+297981+-+YEP0PTD160AF|00|A|101634202229|01+-+3+-++-+YEP0PTD160AF|00|A|101634202229|01.U01	468
20161208051652871+-+01+-+1+-+1+-+298011+-+YEP0PTD160LF|00|A|101634202784|01+-+3+-++-+YEP0PTD160LF|00|A|101634202784|01.U01	486
20161208042333230+-+01+-+1+-+1+-+297953+-+YEP0PTD160AF|00|A|101634202217|01+-+3+-++-+YEP0PTD160AF|00|A|101634202217|01.U01	454
20161208041744609+-+01+-+1+-+1+-+297923+-+YEP0PTD160AF|00|A|101634202248|01+-+3+-++-+YEP0PTD160AF|00|A|101634202248|01.U01	438
20161208043029597+-+01+-+1+-+1+-+297985+-+YEP0PTD160AF|00|A|101634202232|01+-+3+-++-+YEP0PTD160AF|00|A|101634202232|01.U01	470
20161208042933987+-+01+-+1+-+2+-+297983+-+YEP0PTD160AF|00|A|101634202231|01+-+3+-++-+YEP0PTD160AF|00|A|101634202231|01.U01	469
20161208041221135+-+01+-+1+-+2+-+297895+-+YEP0PTD160AF|00|A|101634202192|01+-+3+-++-+YEP0PTD160AF|00|A|101634202192|01.U01	425
20161208054956313+-+01+-+1+-+1+-+298151+-+YEP0PTD160LF|00|A|101634202742|01+-+3+-++-+YEP0PTD160LF|00|A|101634202742|01.U01	558
20161208055332488+-+01+-+1+-+2+-+298169+-+YEP0PTD160LF|00|A|101634202752|01+-+3+-++-+YEP0PTD160LF|00|A|101634202752|01.U01	567
20161208053417955+-+01+-+1+-+2+-+298085+-+YEP0PTD160LF|00|A|101634202731|01+-+3+-++-+YEP0PTD160LF|00|A|101634202731|01.U01	523
20161208054934342+-+01+-+1+-+2+-+298149+-+YEP0PTD160LF|00|A|101634202740|01+-+3+-++-+YEP0PTD160LF|00|A|101634202740|01.U01	557
20161208053228111+-+01+-+1+-+1+-+298075+-+YEP0PTD160LF|00|A|101634202725|01+-+3+-++-+YEP0PTD160LF|00|A|101634202725|01.U01	518
20161208055855941+-+01+-+1+-+2+-+298193+-+YEP0PTD160LF|00|A|101634202827|01+-+3+-++-+YEP0PTD160LF|00|A|101634202827|01.U01	581
